codigo,denominacion_generica_es,denominacion_generica_val,denominacion_especifica,denominacion,regimen,tipo_via,direccion,numero,codigo_postal,localidad,provincia,telefono,fax,cod_edificacion,longitud,latitud,titular,cif,comarca,url_es,url_va,fe_constitucion
3020034,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA S.UNIÓN MUSICAL Y ARTÍSTICA DE SAX,ESCUELA PRIVADA DE MÚSICA S.UNIÓN MUSICAL Y ARTÍSTICA DE SAX,PRIV.,CARRER,MAESTRO VIVES,5,3630,SAX,ALICANTE/ALACANT,687467365.0,,1,-0.81728,38.537059,UNIÓN MUSICAL Y ARTÍSTICA DE SAX,G03054475,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020034,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020034,23/12/2013
3020083,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA ALTER MUSICI,CENTRE ENS. PROFESSIONALS DE MÚSICA ALTER MUSICI,PRIV.,CARRER,ISLA DE CORFÚ,5,3005,ALACANT,ALICANTE/ALACANT,968234659.0,,1,-0.506557,38.356923,"ALTER MUSICI EBAEM, SL",B30723993,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020083,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020083,06/03/2015
3020423,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,ESCOLA PRIVADA DE MÚSICA I DANSA CLAU DE FA,ESCOLA PRIVADA DE MÚSICA I DANSA CLAU DE FA,PRIV.,CARRER,BENISSA,2,3710,CALP,ALICANTE/ALACANT,616562422.0,,1,0.044239,38.645702,"MUSICALP, CB",E54643382,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020423,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020423,23/03/2015
3020496,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA UNIÓN MUSICAL TORREVEJENSE,ESCUELA PRIVADA DE MÚSICA UNIÓN MUSICAL TORREVEJENSE,PRIV.,CARRER,UNIÓN MUSICAL TORREVEJENSE,55-1ª,3181,TORREVIEJA,ALICANTE/ALACANT,965718094.0,,1,-0.680957,37.979189,UNIÓN MUSICAL TORREVEJENSE DE TORREVIEJA,G03100302,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020496,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020496,15/07/2015
3020541,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA LÓPEZ CABRERA ESPAI DE MÚSICA JOVE,ESCOLA PRIVADA DE MÚSICA LÓPEZ CABRERA ESPAI DE MÚSICA JOVE,PRIV.,AVINGUDA,JUAN CARLOS I,S/N,3770,VERGER (EL),ALICANTE/ALACANT,606349680.0,,1,0.015431,38.841529,ESPAI DE MÚSICA JOVE EL VERGER,G54387873,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020541,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020541,23/10/2015
3020551,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA L'HARMONIA,ESCOLA PRIVADA DE MÚSICA L'HARMONIA,PRIV.,CARRER,ROSELLÓ,15,3010,ALACANT,ALICANTE/ALACANT,966304338.0,,1,-0.489604,38.36017,L'HARMONIA SOCIETAT MUSICAL D'ALACANT,G54038773,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020551,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020551,23/10/2015
3020605,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA RAFAEL SEGURA GALÁN,ESCOLA PRIVADA DE MÚSICA RAFAEL SEGURA GALÁN,PRIV.,CARRER,CASTELAR,44,3112,VILLAFRANQUEZA,ALICANTE/ALACANT,678540720.0,,1,-0.492128,38.384669,SOCIEDAD MUSICAL LA AMISTAD DE VILLAFRANQUEZA,G03176724,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020605,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020605,01/12/2015
3020691,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA UNIÓN MUSICAL SAN BARTOLOMÉ,ESCUELA PRIVADA DE MÚSICA UNIÓN MUSICAL SAN BARTOLOMÉ,PRIV.,CARRER,RAMÓN Y CAJAL,4,3314,SAN BARTOLOMÉ,ALICANTE/ALACANT,965367094.0,,1,-0.861888,38.096374,UNIÓN MUSICAL SAN BARTOLOMÉ,G03726627,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020691,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020691,19/04/2016
3020708,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA S. M. Y CULT. VIRGEN DE LAS NIEVES,ESCUELA PRIVADA DE MÚSICA S. M. Y CULT. VIRGEN DE LAS NIEVES,PRIV.,CARRER,SAN PEDRO,17,3680,ASPE,ALICANTE/ALACANT,610418483.0,,1,-0.770028,38.344028,SOCIEDAD MUSICAL Y CULTURAL VIRGEN DE LAS NIEVES,G54356746,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020708,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020708,08/04/2016
3020711,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ORQUESTA SINFÓNICA ALCOYANA,ESCOLA PRIVADA DE MÚSICA ORQUESTA SINFÓNICA ALCOYANA,PRIV.,PLAÇA,DE ESPAÑA,14,3803,ALCOI,ALICANTE/ALACANT,645575347.0,,1,-0.473048,38.698027,ORQUESTA SINFÓNICA ALCOYANA,G03102613,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020711,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020711,26/04/2016
3020812,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA DE MÚSICA S. M. CIUDAD DE TORREVIEJA LOS SALEROSOS,ESCUELA DE MÚSICA S. M. CIUDAD DE TORREVIEJA LOS SALEROSOS,PRIV.,CARRER,LA PAZ,143,3180,TORREVIEJA,ALICANTE/ALACANT,610041718.0,,1,-0.682762,37.979315,"SOCIEDAD MUSICAL CIUDAD DE TORREVIEJA ""LOS SALEROSOS""",G03505385,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020812,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020812,01/12/2016
3020851,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA BENEIXAMA-CAMP DE MIRRA,ESCOLA PRIVADA DE MÚSICA BENEIXAMA-CAMP DE MIRRA,PRIV.,PLAÇA,DEL PARADOR,10,3469,CAMP DE MIRRA (EL),ALICANTE/ALACANT,965820524.0,,1,-0.776151,38.687535,ESCOLA DE MÚSICA BENEIXAMA-CAMP DE MIRRA,G13671847,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020851,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020851,20/03/2017
3020861,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA SOCIEDAD MUSICAL RUPERTO CHAPÍ,ESCUELA PRIVADA DE MÚSICA SOCIEDAD MUSICAL RUPERTO CHAPÍ,PRIV.,CARRER,GELELA,16,3400,VILLENA,ALICANTE/ALACANT,659910320.0,,1,-0.86789,38.638258,SOCIEDAD MUSICAL RUPERTO CHAPÍ,G03855921,L'ALT VINALOPÓ/EL ALTO VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020861,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020861,20/03/2017
3020915,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA A TEMPO,ESCOLA PRIVADA DE MÚSICA A TEMPO,PRIV.,CARRER,VALL DE GALLINERA,16,3860,ORXA (L'),ALICANTE/ALACANT,625794726.0,,1,-0.310509,38.842525,ASSOCIACIÓ CULTURAL A TEMPO-EL COMPTAT,G54963681,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03020915,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03020915,07/04/2017
3021105,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA  AGRUPACIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA  AGRUPACIÓN MUSICAL,PRIV.,CARRER,MERCAT,2,3140,GUARDAMAR DEL SEGURA,ALICANTE/ALACANT,966726044.0,,1,-0.650381,38.085532,AGRUPACIÓN MUSICAL DE GUARDAMAR DEL SEGURA,G03112083,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021105,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021105,20/04/2018
3021130,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA TINA FERRE,ESCOLA PRIVADA DE MÚSICA TINA FERRE,PRIV.,CARRER,SANT JAUME,6,3450,BANYERES DE MARIOLA,ALICANTE/ALACANT,620764602.0,,1,-0.657925,38.716032,AGRUPACIÓ MUSICAL LA NOVA DE BANYERES DE MARIOLA,G53209466,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021130,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021130,10/05/2018
3021142,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,LA COMA,2,3578,RELLEU,ALICANTE/ALACANT,628441671.0,,1,-0.312685,38.589287,SOCIETAT MUSICAL LIRA RELLEUENSE DE RELLEU,G03101094,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021142,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021142,14/05/2018
3021348,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA TALLER DE MÚSICA CASTELL VERMELL,ESCOLA PRIVADA DE MÚSICA TALLER DE MÚSICA CASTELL VERMELL,PRIV.,CARRER,SANTA ELENA,22,3440,IBI,ALICANTE/ALACANT,699106814.0,,1,-0.569847,38.626876,TALLER DE MÚSICA CASTELL VERMELL,G53152864,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021348,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021348,08/05/2019
3021351,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,FRANCISCO MARTÍNEZ OTS,3,3110,MUTXAMEL,ALICANTE/ALACANT,965955418.0,,1,-0.445338,38.415494,ASOCIACIÓN SOCIEDAD MUSICAL LA ALIANZA,G03228111,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021351,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021351,08/05/2019
3021361,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,ESCUELA PRIVADA DE MÚSICA Y DANZA  ACAMDO,ESCUELA PRIVADA DE MÚSICA Y DANZA  ACAMDO,PRIV.,CARRER,SOL,1,3300,ORIHUELA,ALICANTE/ALACANT,638893630.0,,1,-0.949728,38.083517,ASOCIACIÓN CULTURAL AMIGOS DE LA MÚSICA Y LA DANZA,G54800230,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021361,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021361,08/05/2019
3021427,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CODA,ESCOLA PRIVADA DE MÚSICA CODA,PRIV.,CARRER,SANT VICENT,23,3740,GATA DE GORGOS,ALICANTE/ALACANT,649248312.0,,1,0.084168,38.771802,ASSOCIACIÓ MUSICAL CODA GATA DE GORGOS,G42607853,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021427,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021427,02/12/2019
3021646,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA LA ESPERANZA,ESCUELA PRIVADA DE MÚSICA LA ESPERANZA,PRIV.,CARRER,MAESTRO ALCOLEA,1-3,3680,ASPE,ALICANTE/ALACANT,684063077.0,,1,-0.764939,38.340276,ASOCIACIÓN MUSICAL LA ESPERANZA DE ASPE,G54767744,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021646,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021646,19/10/2021
3021683,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CANELOBRE,ESCOLA PRIVADA DE MÚSICA CANELOBRE,PRIV.,CARRER,EL PAL,1,3111,BUSOT,ALICANTE/ALACANT,605042525.0,,1,-0.416373,38.484131,UNIÓ MUSICAL DE BUSOT,G03769791,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021683,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021683,05/05/2022
3021695,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CRESCENDO,ESCOLA PRIVADA DE MÚSICA CRESCENDO,PRIV.,CARRER,NA SAURINA D'ENTENÇA,70,3803,ALCOI,ALICANTE/ALACANT,650948088.0,,1,-0.477542,38.703405,CRESCENDO ESCOLA DE MÚSICA D'ALCOI,G42613976,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03021695,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03021695,13/05/2022
12003857,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE TÁRREGA,CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE TÁRREGA,PÚB.,PLAÇA,FADRELL,1,12002,CASTELLÓ DE LA PLANA,CASTELLÓN/CASTELLÓ,964399420.0,,1,-0.035051,39.982357,GENERALITAT VALENCIANA,Q6255262E,LA PLANA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12003857,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12003857,
12004412,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA M.F.PEÑARROJA,CONSERVATORI PROFESSIONAL DE MÚSICA M.F.PEÑARROJA,PÚB.,AVINGUDA,SUD-OEST,49,12600,VALL D'UIXÓ (LA),CASTELLÓN/CASTELLÓ,964399425.0,,1,-0.241302,39.821425,GENERALITAT VALENCIANA,Q6255177E,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12004412,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12004412,
12004710,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,CENTRE ENS. PROF. DE MÚSICA C. D'ESTUDIS MUSICALS D'ONDA,CENTRE ENS. PROF. DE MÚSICA C. D'ESTUDIS MUSICALS D'ONDA,PRIV.,CARRER,RONDA,20,12200,ONDA,CASTELLÓN/CASTELLÓ,964033884.0,964033884.0,1,-0.26758,39.963884,SOCIEDAD UNIÓN MUSICAL SANTA CECILIA DE ONDA,G12039145,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12004710,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12004710,
12004758,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CIUDAD DE BENICARLÓ,ESCOLA PRIVADA DE MÚSICA CIUDAD DE BENICARLÓ,PRIV.,CARRER,CABANES,16,12580,BENICARLÓ,CASTELLÓN/CASTELLÓ,964471139.0,,1,0.424037,40.420909,ASOCIACIÓN MUSICAL CIUDAD DE BENICARLÓ,G12036240,EL BAIX MAESTRAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12004758,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12004758,
12004761,CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA,CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA,CENTRE ENS. PROFESSIONALS DE MÚSICA MESTRE GOTERRIS,CENTRE ENS. PROFESSIONALS DE MÚSICA MESTRE GOTERRIS,PRIV.,CARRER,MESTRE GOTERRIS,19,12540,VILA-REAL,CASTELLÓN/CASTELLÓ,964547225.0,,1,-0.098453,39.936996,ASO.CENTRO DE ESTUDIOS Y ACTIV.MUS.MAESTRO GOTERRIS,G12097028,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12004761,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12004761,
12004813,ESCUELA PÚBLICA DE MÚSICA,ESCOLA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL PASCUAL RUBERT,E. DE MÚSICA MUNICIPAL PASCUAL RUBERT,PÚB.,PLAÇA,LA MERCÉ,1,12530,BORRIANA,CASTELLÓN/CASTELLÓ,964033230.0,964517305.0,1,-0.081298,39.888394,CENTRE MUNICIPAL DE LES ARTS RAFAEL MARTÍ DE VICIANA,Q1200347A,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12004813,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12004813,
12005003,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA ALTO PALANCIA,CONSERVATORIO PROFESIONAL DE MÚSICA ALTO PALANCIA,PÚB.,CARRER,COMUNIDAD VALENCIANA,S/N,12400,SEGORBE,CASTELLÓN/CASTELLÓ,964713271.0,964713911.0,1,-0.491842,39.849518,AYUNTAMIENTO DE SEGORBE,P1210400F,L'ALT PALANCIA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005003,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005003,
12005027,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CENTRO EST.MUS.ARTÍSTICA NULENSE,ESCOLA PRIVADA DE MÚSICA CENTRO EST.MUS.ARTÍSTICA NULENSE,PRIV.,AVINGUDA,DE CASTELLÓN,11,12520,NULES,CASTELLÓN/CASTELLÓ,964673609.0,,1,-0.154088,39.852953,ASOCIACIÓN MUSICAL ARTÍSTICA NULENSE,G12036513,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005027,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005027,
12005180,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,PRIV.,CARRER,LOS DOLORES,132,12560,BENICÀSSIM,CASTELLÓN/CASTELLÓ,695943451.0,,1,0.06009,40.054174,UNIÓN MUSICAL SANTA CECILIA DE BENICÀSSIM,G12099891,LA PLANA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005180,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005180,
12005192,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA CIAC,ESCOLA PRIVADA DE MÚSICA CIAC,PRIV.,CARRER,ROSARIO CREIXACH,14,12600,VALL D'UIXÓ (LA),CASTELLÓN/CASTELLÓ,964691088.0,,1,-0.233993,39.822389,ASOCIACIÓN CENTRO INSTRUCTIVO DE ARTE Y CULTURA (CIAC),G12035721,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005192,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005192,
12005209,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA SANT JORDI,ESCOLA PRIVADA DE MÚSICA SANT JORDI,PRIV.,CARRER,SAN JAIME,2,12320,SANT JORDI,CASTELLÓN/CASTELLÓ,964499001.0,964499065.0,1,0.331803,40.509305,ASOCIACIÓN MUSICAL SANT JORDI,G12343349,EL BAIX MAESTRAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005209,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005209,
12005210,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,SANTA BÁRBARA,S/N,12526,VILAVELLA (LA),CASTELLÓN/CASTELLÓ,964677311.0,,1,-0.183924,39.859188,ASOCIACIÓN ESCUELA DE MÚSICA DE VILLAVIEJA,G12382057,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005210,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005210,
12005222,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA LA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA LA UNIÓN MUSICAL,PRIV.,CARRER,PORTELL,3-5,12223,SUERA,CASTELLÓN/CASTELLÓ,964602256.0,,1,-0.331662,39.951947,UNIÓN MUSICAL SANTA CECILIA,G12036331,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005222,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005222,
12005234,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL TORREBLANCA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL TORREBLANCA,PRIV.,CARRER,GALICIA,46,12596,TORREBLANCA,CASTELLÓN/CASTELLÓ,964420411.0,964420125.0,1,0.19368,40.218245,ASOCIACIÓN UNIÍON MUSICAL TORREBLANCA,G12232831,LA PLANA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005234,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005234,
12005258,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA D.MIGUEL ARNAU ABAD,ESCOLA PRIVADA DE MÚSICA D.MIGUEL ARNAU ABAD,PRIV.,CARRER,REGIMIENTO TETUÁN,2,12600,VALL D'UIXÓ (LA),CASTELLÓN/CASTELLÓ,964660007.0,964660007.0,1,-0.232188,39.823951,ASOCIACIÓN D. MIGUEL ARNAU ABAD,G12391058,LA PLANA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005258,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005258,
12005313,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ASOCIACIÓN MUSICAL SANTA CECILIA,ESCOLA PRIVADA DE MÚSICA ASOCIACIÓN MUSICAL SANTA CECILIA,PRIV.,CARRER,DESAMPARADOS,16,12570,ALCALÀ DE XIVERT,CASTELLÓN/CASTELLÓ,964410057.0,,1,0.224791,40.304463,ASOCIACIÓN MUSICAL SANTA CECILIA,G12212874,EL BAIX MAESTRAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005313,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005313,
12005325,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA 3 X 4,ESCOLA PRIVADA DE MÚSICA 3 X 4,PRIV.,CARRER,PINTOR SOLER BLASCO,24,12003,CASTELLÓ DE LA PLANA,CASTELLÓN/CASTELLÓ,964220275.0,964220275.0,1,-0.028857,39.980709,ASSOCIACIÓ TRES PER QUATRE,G12511382,LA PLANA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005325,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005325,
12005337,ESCUELA PÚBLICA DE MÚSICA,ESCOLA PÚBLICA DE MÚSICA,E. DE MÚSICA COMARCAL DEL ALTO PALANCIA,E. DE MÚSICA COMARCAL DEL ALTO PALANCIA,PÚB.,CARRER,ALTO PALANCIA,4,12480,SONEJA,CASTELLÓN/CASTELLÓ,964132740.0,964132716.0,1,-0.430135,39.812205,MANCOMUNIDAD DEL ALTO PALANCIA,P1200010E,L'ALT PALANCIA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=12005337,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=12005337,
